area,bedrooms,bathrooms,stories,parking,age,city_tier,country,city,location,mainroad,furnishingstatus,price
1440,3,3,3,1,35,3,Qatar,Al Rayyan,rural,yes,furnished,318800
1305,4,3,1,1,4,3,Indonesia,Bandung,prime,yes,unfurnished,243100
1288,2,2,1,3,51,3,Sri Lanka,Negombo,suburban,yes,semi-furnished,64500
2891,4,4,4,0,24,3,Egypt,Alexandria,suburban,no,furnished,183900
1441,1,1,3,3,39,2,Netherlands,The Hague,rural,yes,unfurnished,344100
416,2,1,3,3,14,3,India,Surat,rural,yes,furnished,70200
1042,2,2,3,2,23,1,Nigeria,Lagos,suburban,yes,furnished,186800
2403,1,1,4,2,30,2,USA,Miami,rural,no,furnished,659700
1636,3,2,2,3,31,1,Italy,Rome,suburban,yes,semi-furnished,658000
1713,3,2,1,2,41,4,Egypt,Aswan,urban,yes,semi-furnished,95200
2560,5,4,4,0,53,1,Singapore,Singapore,suburban,yes,semi-furnished,1121200
1295,3,3,2,1,47,4,Malaysia,Ipoh,urban,yes,semi-furnished,115000
2211,4,3,3,2,38,4,Netherlands,Groningen,suburban,yes,unfurnished,372200
1366,1,1,3,1,2,4,UAE,Al Ain,suburban,yes,semi-furnished,229400
2174,1,1,4,3,32,4,India,Patna,urban,yes,unfurnished,95900
1546,2,1,1,3,6,1,USA,Seattle,urban,yes,semi-furnished,1060600
1643,2,2,4,0,24,4,Vietnam,Hai Phong,urban,yes,furnished,124600
2333,5,4,4,3,57,1,Australia,Sydney,urban,yes,furnished,927800
2286,3,3,4,0,45,1,South Africa,Cape Town,urban,yes,semi-furnished,402800
1692,3,2,4,3,12,4,UAE,Ajman,rural,yes,semi-furnished,221300
1493,5,4,1,2,10,4,Chile,Concepcion,urban,yes,unfurnished,230100
2839,5,4,4,3,16,1,Russia,Moscow,prime,yes,furnished,806500
2183,4,4,4,3,42,3,Canada,Calgary,rural,yes,furnished,408300
1546,3,2,4,0,18,2,New Zealand,Queenstown,urban,yes,semi-furnished,656300
1375,2,2,4,3,33,4,Russia,Kazan,urban,no,unfurnished,161900
2466,1,1,2,3,30,4,USA,Kansas City,suburban,yes,semi-furnished,425900
1875,1,1,4,1,5,3,USA,Atlanta,rural,yes,semi-furnished,532100
1694,5,4,1,1,39,2,Australia,Brisbane,suburban,yes,semi-furnished,586900
1875,1,1,4,1,50,3,Norway,Stavanger,urban,yes,semi-furnished,432500
2020,3,3,1,2,27,1,Spain,Barcelona,suburban,no,unfurnished,588900
1763,3,2,4,2,34,2,Portugal,Porto,urban,yes,furnished,458200
2582,3,3,1,0,42,2,Germany,Stuttgart,suburban,yes,furnished,604200
2619,1,1,3,0,36,2,India,Chennai,prime,no,semi-furnished,178600
2146,3,3,1,0,19,4,France,Nantes,suburban,yes,semi-furnished,386900
2694,2,2,1,2,34,1,Pakistan,Islamabad,suburban,no,unfurnished,113700
1806,2,2,1,2,32,4,Thailand,Krabi,suburban,yes,unfurnished,146000
2249,5,4,2,2,54,2,South Korea,Suwon,prime,yes,semi-furnished,632200
2453,3,3,4,0,55,3,Argentina,Cordoba,rural,yes,unfurnished,114700
2462,3,2,1,0,32,1,Spain,Barcelona,suburban,yes,semi-furnished,514600
2395,1,1,1,1,54,1,UK,Cambridge,urban,yes,unfurnished,741600
2210,5,4,2,3,45,3,South Korea,Incheon,suburban,no,semi-furnished,387200
3072,3,3,1,1,25,4,South Africa,Port Elizabeth,urban,yes,unfurnished,256900
1449,4,4,2,2,32,2,France,Lyon,suburban,yes,semi-furnished,543100
1699,3,2,2,0,36,2,Mexico,Monterrey,suburban,yes,semi-furnished,201400
1661,2,2,3,3,48,2,Netherlands,Rotterdam,urban,yes,furnished,497200
1561,2,2,3,0,10,4,Netherlands,Groningen,urban,yes,semi-furnished,497100
507,1,1,4,2,47,4,USA,Cleveland,urban,yes,furnished,230600
2694,5,4,2,3,56,1,Norway,Oslo,urban,yes,semi-furnished,1015500
1133,3,3,4,1,59,3,Spain,Malaga,urban,yes,furnished,224000
1910,2,1,3,1,1,4,Germany,Leipzig,prime,yes,semi-furnished,602800
876,4,3,4,1,35,2,Russia,Saint Petersburg,rural,yes,semi-furnished,208500
2203,1,1,3,1,29,4,India,Nagpur,urban,no,unfurnished,95200
1289,3,3,1,3,21,3,Ireland,Galway,suburban,yes,unfurnished,411900
1062,3,3,1,2,34,1,South Korea,Seoul,suburban,no,furnished,456700
1926,5,4,4,1,54,3,South Africa,Durban,rural,yes,semi-furnished,161800
1345,4,4,1,2,0,1,Canada,Toronto,suburban,no,semi-furnished,912000
1427,4,4,4,2,39,2,Canada,Montreal,suburban,yes,unfurnished,491500
1912,2,1,2,3,14,2,South Korea,Busan,suburban,no,semi-furnished,472800
2320,3,3,4,3,36,4,UK,Belfast,urban,yes,semi-furnished,561600
1268,5,4,2,1,45,3,India,Lucknow,urban,no,semi-furnished,97400
1156,1,1,1,3,44,3,China,Tianjin,urban,yes,semi-furnished,171900
1815,4,3,2,1,7,3,Italy,Turin,urban,no,semi-furnished,524600
2151,2,1,4,3,30,2,USA,San Diego,urban,yes,semi-furnished,916700
2751,4,3,3,0,42,3,Egypt,Alexandria,suburban,yes,semi-furnished,138900
1104,3,2,3,2,42,1,Ireland,Dublin,suburban,yes,unfurnished,537500
1593,4,3,3,2,23,4,Russia,Kazan,urban,yes,furnished,229400
2564,2,2,3,1,59,4,South Korea,Daejeon,suburban,yes,semi-furnished,255900
3083,5,4,3,2,13,3,Israel,Netanya,suburban,yes,unfurnished,842600
1154,5,4,2,0,42,1,Switzerland,Geneva,urban,no,unfurnished,877700
1320,4,4,1,0,13,1,Italy,Rome,urban,yes,unfurnished,677700
2048,3,2,4,1,45,3,Israel,Eilat,rural,yes,furnished,350700
1424,1,1,2,3,21,1,UK,Cambridge,urban,yes,furnished,854900
1306,2,2,4,0,42,3,Canada,Quebec City,suburban,no,unfurnished,291700
1959,2,2,3,1,5,1,UK,Oxford,prime,yes,semi-furnished,1639500
2807,4,4,4,3,38,3,Indonesia,Bandung,suburban,no,unfurnished,173600
949,5,4,3,1,34,3,India,Kochi,suburban,yes,unfurnished,77900
2774,4,4,1,3,38,3,France,Marseille,suburban,no,unfurnished,469000
1426,5,4,1,0,57,2,Philippines,Quezon City,urban,no,unfurnished,148500
2025,1,1,1,2,59,2,Saudi Arabia,Mecca,rural,yes,furnished,172900
2834,4,4,1,1,31,2,Saudi Arabia,Jeddah,urban,no,unfurnished,398000
2011,3,2,4,0,39,3,Chile,Valparaiso,urban,no,furnished,214800
1607,1,1,1,3,6,2,Egypt,Giza,prime,yes,unfurnished,203300
2267,4,4,4,1,2,3,UK,Leeds,suburban,yes,semi-furnished,802700
1687,5,4,2,0,22,4,Germany,Leipzig,suburban,yes,furnished,440400
2139,3,2,4,1,12,1,Singapore,Singapore,urban,yes,furnished,1647100
1667,2,1,4,2,31,3,India,Lucknow,urban,yes,furnished,105400
2360,2,1,4,1,16,3,Colombia,Cartagena,rural,yes,semi-furnished,146400
894,4,4,2,1,24,1,Philippines,Manila,suburban,yes,semi-furnished,228400
1141,4,3,1,2,40,4,South Africa,Port Elizabeth,urban,no,unfurnished,111200
884,2,1,3,2,25,3,Indonesia,Surabaya,urban,yes,semi-furnished,130700
1763,4,4,3,3,9,4,Qatar,Al Wakrah,prime,yes,semi-furnished,517200
806,4,3,2,0,29,3,UK,Cardiff,prime,yes,unfurnished,432600
1350,1,1,1,0,53,4,Peru,Trujillo,suburban,yes,unfurnished,54000
1080,2,1,2,3,47,1,Philippines,Makati,prime,no,semi-furnished,171000
2762,2,1,2,3,10,1,Germany,Frankfurt,suburban,no,unfurnished,810200
1156,4,3,1,2,49,1,Mexico,Mexico City,rural,yes,semi-furnished,203600
964,4,3,1,3,50,3,USA,Atlanta,prime,no,semi-furnished,402200
1961,3,2,2,2,39,4,Philippines,Davao,urban,yes,semi-furnished,139200
2896,2,2,2,3,54,4,Thailand,Krabi,prime,yes,unfurnished,192500
1725,3,2,3,1,34,4,Vietnam,Hai Phong,suburban,no,semi-furnished,97100
1775,5,4,3,1,59,2,China,Guangzhou,urban,yes,unfurnished,402000
2639,5,4,3,2,7,2,France,Lyon,suburban,yes,furnished,902200
2371,1,1,4,1,0,1,Italy,Rome,suburban,yes,furnished,930600
2077,3,2,4,1,25,4,Nigeria,Ibadan,urban,yes,unfurnished,133200
1421,4,4,1,1,28,4,Turkey,Bursa,urban,yes,unfurnished,161900
2096,2,1,2,2,34,1,Indonesia,Jakarta,prime,yes,unfurnished,368800
915,5,4,4,2,47,1,Bangladesh,Dhaka,suburban,yes,furnished,114400
1395,3,2,4,0,46,2,New Zealand,Queenstown,prime,yes,semi-furnished,466700
2730,2,1,1,1,55,1,India,Bangalore,suburban,yes,unfurnished,128500
2646,5,4,1,1,17,3,Bangladesh,Khulna,prime,no,semi-furnished,172800
2084,4,3,4,1,30,3,Sweden,Uppsala,urban,yes,unfurnished,553400
546,1,1,1,2,37,1,Sweden,Stockholm,suburban,no,unfurnished,296700
1015,1,1,2,3,14,1,Saudi Arabia,Riyadh,suburban,yes,unfurnished,273500
1358,5,4,4,2,32,4,Germany,Leipzig,urban,yes,unfurnished,389400
1688,4,4,1,0,20,3,Bangladesh,Narayanganj,urban,yes,furnished,118300
987,5,4,4,2,22,3,Switzerland,Lugano,suburban,no,furnished,662700
1640,5,4,4,0,24,3,UK,Liverpool,suburban,yes,semi-furnished,685700
2949,4,4,4,2,29,1,Kenya,Nairobi,rural,yes,semi-furnished,286800
2061,5,4,1,0,47,3,Sri Lanka,Kandy,urban,yes,semi-furnished,99000
1942,5,4,1,1,4,1,South Africa,Cape Town,suburban,yes,unfurnished,482600
1139,3,3,3,2,56,1,China,Shanghai,suburban,no,furnished,343000
735,4,3,2,0,12,3,India,Surat,urban,yes,furnished,107400
1002,5,4,4,2,27,1,Canada,Vancouver,suburban,yes,furnished,842700
708,5,4,1,1,44,1,India,Bangalore,urban,yes,furnished,139700
1849,5,4,2,0,57,3,India,Kochi,suburban,yes,furnished,76900
2050,5,4,1,1,2,2,Switzerland,Lausanne,urban,yes,furnished,1642200
1173,2,1,3,1,41,1,France,Paris,urban,yes,unfurnished,597900
1896,3,2,3,2,33,3,Qatar,Al Rayyan,suburban,yes,furnished,387400
2755,5,4,3,0,27,1,UAE,Dubai,suburban,yes,semi-furnished,577400
3073,1,1,3,3,25,4,Mexico,Puebla,suburban,yes,unfurnished,168000
2301,1,1,1,2,6,4,Australia,Hobart,urban,no,furnished,552200
1686,4,4,2,3,6,1,Mexico,Mexico City,rural,yes,unfurnished,327100
2280,5,4,3,3,30,4,Bangladesh,Mymensingh,urban,yes,furnished,109700
2679,3,2,2,3,45,3,Spain,Valencia,urban,yes,semi-furnished,466600
495,5,4,4,0,23,3,Ireland,Galway,urban,no,semi-furnished,458600
2763,2,1,1,1,43,4,UAE,Ras Al Khaimah,prime,yes,furnished,340900
1446,3,3,2,3,7,1,USA,Seattle,rural,yes,semi-furnished,860500
1452,5,4,2,1,36,2,Germany,Hamburg,rural,yes,semi-furnished,443700
1569,2,1,1,1,53,1,Morocco,Casablanca,suburban,yes,unfurnished,140900
2008,5,4,4,1,0,3,Portugal,Faro,suburban,yes,unfurnished,556400
1078,5,4,2,2,7,1,Philippines,Makati,prime,no,furnished,432200
1615,4,4,4,0,41,4,Kenya,Kisumu,urban,yes,furnished,119900
2141,1,1,3,1,56,3,Norway,Trondheim,urban,yes,unfurnished,373000
1942,5,4,3,2,38,2,USA,Portland,prime,no,semi-furnished,1034000
2048,3,2,4,2,1,1,Thailand,Bangkok,suburban,no,unfurnished,502900
1589,2,2,1,2,8,4,South Korea,Daejeon,rural,no,furnished,254900
2251,3,3,4,2,11,1,Norway,Oslo,suburban,yes,unfurnished,1216900
2487,3,3,4,0,6,3,Indonesia,Bandung,urban,yes,unfurnished,265900
2448,2,1,4,2,42,4,India,Bhopal,rural,yes,unfurnished,58300
2078,4,4,3,2,16,2,UK,Edinburgh,suburban,no,furnished,939700
2410,1,1,2,0,57,2,Indonesia,Bali,prime,yes,unfurnished,229600
2366,4,3,1,1,10,4,South Africa,Port Elizabeth,suburban,yes,semi-furnished,229100
3540,2,1,3,1,3,4,UK,Belfast,prime,no,unfurnished,1057600
2592,4,4,2,0,49,4,Qatar,Al Wakrah,urban,no,unfurnished,312000
1742,5,4,2,3,15,3,India,Ahmedabad,prime,yes,furnished,177400
1207,3,2,4,2,45,3,Norway,Stavanger,suburban,yes,unfurnished,357300
1630,5,4,1,1,35,3,Japan,Nagoya,suburban,no,unfurnished,406400
1584,2,1,1,3,44,1,USA,Washington DC,urban,no,unfurnished,679600
2132,5,4,2,3,56,4,Pakistan,Faisalabad,suburban,no,furnished,54200
1345,3,2,4,0,7,1,USA,Seattle,suburban,no,unfurnished,884400
2575,3,2,3,1,25,2,Morocco,Marrakesh,suburban,yes,unfurnished,225600
897,1,1,2,3,6,4,Kenya,Nakuru,prime,no,furnished,114700
739,4,3,4,2,34,4,Germany,Leipzig,rural,no,semi-furnished,224200
1712,4,4,3,1,54,3,Vietnam,Da Nang,rural,yes,semi-furnished,81600
1252,3,3,4,2,21,2,Netherlands,The Hague,urban,no,furnished,619900
982,1,1,3,3,30,3,Canada,Quebec City,rural,no,unfurnished,228000
1386,4,4,2,0,7,3,Brazil,Curitiba,urban,no,unfurnished,232900
1305,4,3,3,0,7,2,India,Noida,urban,yes,semi-furnished,166000
1807,5,4,2,1,1,4,UAE,Ras Al Khaimah,urban,no,unfurnished,389700
1397,5,4,2,0,22,3,Germany,Cologne,suburban,yes,semi-furnished,501300
1450,2,1,4,1,40,1,Pakistan,Islamabad,prime,no,semi-furnished,149000
1797,2,1,3,0,0,2,Netherlands,Utrecht,rural,no,furnished,534400
2459,5,4,2,0,52,3,China,Wuhan,rural,yes,semi-furnished,257600
2756,1,1,3,2,37,2,Nepal,Lalitpur,prime,yes,semi-furnished,159200
1896,5,4,2,1,9,3,Russia,Sochi,urban,no,unfurnished,300700
1947,1,1,4,2,29,4,Greece,Patras,suburban,no,semi-furnished,201500
1681,3,3,4,1,34,2,Morocco,Marrakesh,rural,yes,semi-furnished,159100
2113,1,1,3,2,53,2,Australia,Canberra,suburban,no,semi-furnished,395400
2054,5,4,4,2,44,3,Ireland,Cork,urban,yes,semi-furnished,624100
2662,3,2,1,0,50,1,USA,San Francisco,urban,yes,semi-furnished,1051300
572,5,4,4,2,17,4,Vietnam,Can Tho,urban,no,semi-furnished,117800
1648,1,1,3,2,2,4,Germany,Leipzig,urban,no,semi-furnished,404900
2020,1,1,4,2,23,1,Egypt,Cairo,urban,yes,semi-furnished,277400
1783,3,3,4,2,53,2,Vietnam,Hanoi,suburban,yes,furnished,131700
1190,1,1,4,0,55,3,Turkey,Antalya,suburban,yes,semi-furnished,101200
955,3,3,1,3,27,1,Nepal,Kathmandu,prime,yes,semi-furnished,143600
2324,4,3,2,1,20,3,Sri Lanka,Galle,prime,yes,semi-furnished,198200
1308,3,2,2,0,35,2,Mexico,Monterrey,suburban,yes,furnished,181800
659,4,4,3,3,16,1,Thailand,Bangkok,rural,yes,unfurnished,234300
2357,1,1,2,2,7,2,Netherlands,Utrecht,urban,no,semi-furnished,798000
2098,2,1,2,3,5,4,Canada,Winnipeg,suburban,yes,semi-furnished,491100
1725,1,1,3,1,58,3,Qatar,Al Rayyan,prime,yes,furnished,279600
1206,3,2,2,3,36,3,Colombia,Cartagena,urban,yes,unfurnished,133500
1726,2,2,3,3,46,3,Egypt,Sharm El Sheikh,rural,yes,unfurnished,78000
2590,3,3,4,2,28,2,Mexico,Guadalajara,rural,yes,unfurnished,253700
750,1,1,3,1,18,3,Portugal,Faro,urban,yes,furnished,242600
783,3,2,2,2,57,4,Australia,Darwin,rural,yes,furnished,190000
1392,4,4,4,2,58,3,USA,Phoenix,suburban,yes,unfurnished,344700
1783,1,1,1,2,35,3,Sri Lanka,Negombo,urban,yes,furnished,84100
1477,4,4,1,1,55,1,Greece,Athens,urban,no,furnished,310600
2218,2,2,2,2,14,1,Germany,Frankfurt,urban,yes,semi-furnished,1011100
2508,5,4,3,2,6,3,Japan,Nagoya,suburban,yes,semi-furnished,809600
1981,5,4,4,0,3,1,Greece,Athens,urban,no,semi-furnished,646200
2164,3,2,3,2,21,2,New Zealand,Queenstown,urban,yes,unfurnished,827200
1977,1,1,3,0,53,3,Australia,Gold Coast,urban,yes,unfurnished,311000
1806,2,2,2,3,5,1,Russia,Moscow,urban,yes,unfurnished,543000
959,4,4,1,1,44,2,Morocco,Rabat,urban,no,semi-furnished,148500
1132,2,1,2,2,11,4,Turkey,Bursa,rural,yes,semi-furnished,116600
922,4,4,3,2,35,3,Saudi Arabia,Dammam,suburban,yes,furnished,189800
1703,5,4,4,3,50,2,Norway,Bergen,suburban,yes,semi-furnished,559500
1951,5,4,1,1,27,3,Egypt,Alexandria,suburban,yes,semi-furnished,167900
858,2,1,2,3,34,3,China,Xi'an,suburban,yes,furnished,219500
1847,5,4,1,0,2,1,Italy,Milan,urban,no,furnished,1045700
1231,2,1,3,0,56,3,Peru,Arequipa,urban,yes,semi-furnished,83300
1105,5,4,2,0,34,2,Pakistan,Lahore,rural,yes,unfurnished,71100
1394,1,1,4,0,32,2,Nepal,Lalitpur,suburban,yes,semi-furnished,79500
1072,3,3,4,3,7,2,India,Kolkata,suburban,no,furnished,143400
2194,4,4,4,0,7,2,Canada,Montreal,urban,no,unfurnished,907700
1691,1,1,1,2,45,4,New Zealand,Hamilton,urban,yes,unfurnished,231800
2330,3,3,4,2,58,4,Germany,Leipzig,suburban,no,unfurnished,240700
1512,2,1,1,1,53,1,Morocco,Casablanca,urban,yes,unfurnished,144400
1536,5,4,3,0,25,4,Morocco,Fes,suburban,no,unfurnished,100900
3018,3,3,1,0,55,2,Norway,Bergen,prime,yes,semi-furnished,909600
745,1,1,3,1,41,3,Brazil,Curitiba,suburban,no,semi-furnished,84200
2635,1,1,4,2,3,1,USA,Seattle,suburban,yes,unfurnished,1205700
2875,1,1,2,2,33,2,Vietnam,Hanoi,suburban,yes,semi-furnished,202000
2298,1,1,2,2,25,2,Netherlands,Rotterdam,suburban,no,semi-furnished,606500
1585,3,2,2,1,41,3,Bangladesh,Narayanganj,urban,yes,unfurnished,62800
2727,2,1,3,0,36,3,Mexico,Cancun,prime,yes,semi-furnished,278300
1591,2,1,3,3,23,2,Bangladesh,Chittagong,suburban,no,furnished,101900
1341,2,2,1,1,27,3,Indonesia,Bandung,urban,no,semi-furnished,142600
1548,3,3,1,2,6,1,China,Beijing,urban,yes,unfurnished,692100
1429,3,3,4,3,39,4,Malaysia,Ipoh,urban,yes,semi-furnished,165800
1185,3,3,1,3,31,1,Pakistan,Islamabad,suburban,yes,furnished,104000
2522,5,4,2,3,30,2,Germany,Stuttgart,urban,yes,unfurnished,801700
1297,2,2,4,3,54,3,Pakistan,Rawalpindi,suburban,yes,furnished,45700
1781,2,1,2,1,6,3,Japan,Sapporo,rural,yes,semi-furnished,424700
862,3,2,1,2,17,4,Turkey,Adana,urban,yes,semi-furnished,128800
1820,1,1,2,1,9,1,Italy,Rome,suburban,yes,unfurnished,651100
1049,4,3,4,1,27,4,Colombia,Barranquilla,urban,yes,unfurnished,123600
1033,3,3,3,3,38,4,Morocco,Fes,suburban,no,semi-furnished,80600
1729,2,2,4,3,24,1,Sweden,Stockholm,urban,no,furnished,774300
2487,2,2,2,2,48,4,Vietnam,Hai Phong,urban,yes,semi-furnished,119300
2086,3,3,4,0,3,3,India,Jaipur,urban,no,semi-furnished,164400
2131,5,4,1,1,0,2,Switzerland,Basel,urban,yes,furnished,1566000
1716,2,2,1,0,59,1,Mexico,Mexico City,urban,yes,unfurnished,227100
1582,3,2,3,3,20,4,Egypt,Aswan,urban,no,semi-furnished,133400
2314,1,1,4,3,58,3,France,Lille,prime,yes,semi-furnished,481100
1434,2,2,4,2,13,3,Portugal,Faro,urban,no,semi-furnished,286000
2342,4,4,2,0,30,2,USA,Austin,urban,yes,furnished,996900
2603,4,4,4,2,56,3,Pakistan,Rawalpindi,suburban,no,semi-furnished,64300
1253,5,4,2,3,4,2,France,Lyon,urban,yes,furnished,961200
1349,3,2,4,2,19,3,Sweden,Malmo,urban,no,semi-furnished,523600
1445,5,4,1,0,36,2,Norway,Bergen,urban,yes,semi-furnished,657900
846,3,3,2,0,26,1,Switzerland,Geneva,urban,no,furnished,958500
1495,1,1,1,2,22,1,Philippines,Makati,urban,no,semi-furnished,246700
2646,1,1,3,2,43,1,Philippines,Makati,rural,yes,unfurnished,191000
1120,3,2,2,1,18,2,Morocco,Marrakesh,urban,yes,furnished,204100
2661,2,2,4,1,7,1,Sweden,Stockholm,suburban,no,unfurnished,1177000
1518,1,1,3,3,30,3,Bangladesh,Sylhet,rural,no,unfurnished,54500
3174,1,1,2,0,17,2,Canada,Ottawa,suburban,no,unfurnished,634100
1357,4,3,4,2,4,1,Portugal,Lisbon,prime,yes,unfurnished,834700
1706,4,3,1,0,53,1,Brazil,Rio de Janeiro,urban,yes,unfurnished,251800
1208,2,1,1,3,5,3,Indonesia,Bandung,urban,no,semi-furnished,170500
1353,2,2,1,3,38,4,Canada,Halifax,urban,yes,furnished,359600
2670,3,2,3,0,27,4,South Korea,Gwangju,suburban,no,unfurnished,378400
2108,1,1,4,3,29,3,Germany,Cologne,urban,yes,furnished,577900
2469,5,4,1,2,41,4,Peru,Trujillo,urban,yes,semi-furnished,126700
945,3,2,4,0,38,1,Canada,Vancouver,suburban,no,unfurnished,493200
2226,2,2,4,1,14,2,USA,Portland,urban,no,unfurnished,970300
1169,3,2,2,2,38,2,India,Kolkata,suburban,no,semi-furnished,96000
931,1,1,1,0,13,3,Saudi Arabia,Dammam,rural,yes,furnished,159900
1955,2,2,4,2,14,3,USA,Houston,urban,no,unfurnished,791300
1949,3,3,4,1,55,1,Brazil,Sao Paulo,rural,yes,unfurnished,197900
1835,5,4,3,1,56,4,Malaysia,Kota Kinabalu,urban,yes,semi-furnished,152400
2266,5,4,4,0,15,1,Nigeria,Lagos,rural,yes,unfurnished,288600
2368,4,4,2,0,20,4,India,Nagpur,rural,yes,furnished,94800
2755,2,2,2,3,29,2,Germany,Berlin,suburban,no,semi-furnished,651800
1026,5,4,1,3,24,3,France,Toulouse,suburban,yes,semi-furnished,396100
2776,1,1,3,3,17,2,Japan,Osaka,urban,no,semi-furnished,735700
3024,2,1,3,2,6,2,China,Suzhou,urban,yes,semi-furnished,838300
1562,3,2,1,3,50,3,Ireland,Cork,suburban,no,semi-furnished,295600
715,3,3,2,2,31,4,Australia,Hobart,urban,no,unfurnished,304300
901,4,3,3,2,15,4,Poland,Poznan,rural,yes,unfurnished,148500
1500,3,2,2,3,36,1,Japan,Tokyo,prime,yes,semi-furnished,829100
3109,5,4,4,3,5,3,Norway,Trondheim,suburban,no,semi-furnished,917100
1811,3,3,3,3,30,3,Kenya,Mombasa,suburban,yes,unfurnished,147000
1399,4,3,2,3,44,1,UAE,Dubai,urban,yes,unfurnished,423200
1354,1,1,2,0,45,3,Argentina,Rosario,rural,yes,furnished,92300
940,1,1,4,3,39,4,Portugal,Braga,prime,yes,furnished,196600
2368,2,2,3,1,20,3,Chile,Valparaiso,urban,no,semi-furnished,297900
1740,1,1,3,2,58,4,France,Nantes,prime,yes,furnished,261700
3165,5,4,2,2,35,4,UK,Sheffield,urban,no,semi-furnished,739500
2208,4,3,1,1,42,2,India,Noida,suburban,no,semi-furnished,122200
2339,5,4,4,2,12,3,Thailand,Pattaya,urban,yes,furnished,319200
1643,2,1,1,2,8,2,China,Nanjing,urban,no,unfurnished,489200
1091,1,1,2,3,56,4,France,Nantes,urban,no,unfurnished,172900
1232,2,2,3,3,50,3,Italy,Bologna,suburban,no,semi-furnished,219300
910,1,1,3,1,44,4,Morocco,Fes,suburban,no,unfurnished,50200
2392,2,1,3,0,12,4,South Korea,Gwangju,suburban,yes,semi-furnished,383100
1550,1,1,1,3,14,2,Vietnam,Hanoi,suburban,no,semi-furnished,155600
2419,2,2,1,3,29,2,Germany,Stuttgart,rural,yes,furnished,552500
1888,4,3,1,1,5,3,Sri Lanka,Negombo,suburban,yes,furnished,138600
1610,5,4,2,1,28,3,Ireland,Galway,urban,yes,semi-furnished,566000
1040,2,2,1,1,10,1,Canada,Vancouver,urban,no,semi-furnished,773700
1996,5,4,4,1,43,3,UAE,Sharjah,prime,yes,unfurnished,389500
1658,4,3,2,1,8,3,France,Lille,suburban,no,semi-furnished,529000
2386,1,1,3,1,2,1,Morocco,Casablanca,urban,yes,semi-furnished,357200
1335,1,1,1,1,42,3,Malaysia,Johor Bahru,suburban,yes,unfurnished,99800
2200,1,1,4,0,36,4,Nigeria,Ibadan,suburban,no,furnished,79000
2867,4,3,3,2,0,1,India,Bangalore,suburban,yes,unfurnished,341400
1977,4,3,4,1,39,1,Switzerland,Geneva,urban,yes,furnished,1128300
2310,5,4,3,0,15,1,Brazil,Sao Paulo,suburban,yes,unfurnished,389400
2172,3,3,4,2,59,4,Pakistan,Peshawar,rural,yes,unfurnished,42600
3034,1,1,4,1,24,1,Thailand,Bangkok,suburban,no,furnished,424200
2042,5,4,1,0,10,2,Portugal,Porto,urban,yes,unfurnished,675000
2255,5,4,3,2,1,4,Bangladesh,Rajshahi,urban,yes,furnished,156800
1776,4,4,2,2,6,4,Turkey,Bursa,urban,yes,semi-furnished,220500
1297,5,4,2,0,15,4,Australia,Darwin,urban,no,semi-furnished,483300
1015,2,1,2,3,22,3,Ireland,Galway,suburban,yes,unfurnished,330700
2624,3,3,4,2,46,4,Chile,Concepcion,urban,yes,unfurnished,163100
1145,3,2,4,0,26,2,India,Pune,suburban,yes,semi-furnished,112000
2285,2,1,2,1,51,2,Sweden,Gothenburg,suburban,yes,unfurnished,431300
2070,5,4,4,3,21,3,Australia,Gold Coast,suburban,yes,unfurnished,610900
2397,3,2,2,0,27,2,Netherlands,Utrecht,suburban,yes,unfurnished,679500
1465,5,4,3,1,54,2,Saudi Arabia,Mecca,suburban,yes,furnished,251500
1286,2,1,1,0,42,4,Japan,Sendai,suburban,yes,semi-furnished,215400
2046,3,3,1,0,58,1,Sri Lanka,Colombo,prime,yes,unfurnished,159300
1610,5,4,1,2,50,3,UK,Glasgow,urban,yes,semi-furnished,422300
1000,1,1,3,2,4,1,Greece,Athens,urban,no,unfurnished,374600
3060,3,2,3,2,4,3,Sweden,Malmo,rural,yes,unfurnished,627400
1286,4,3,1,2,2,4,Kenya,Kisumu,urban,yes,semi-furnished,141200
1154,4,4,1,2,48,2,Vietnam,Hanoi,prime,no,furnished,171500
1643,4,3,4,1,43,4,Germany,Dresden,suburban,no,semi-furnished,297700
2614,4,3,2,2,50,4,Russia,Kazan,urban,no,furnished,201900
392,1,1,3,3,47,1,Greece,Athens,prime,yes,semi-furnished,182400
2560,2,1,1,1,42,1,Poland,Warsaw,suburban,yes,semi-furnished,258000
1208,4,3,2,0,5,1,Sweden,Stockholm,urban,yes,unfurnished,893700
1972,3,2,2,1,24,1,Nigeria,Lagos,urban,yes,furnished,316500
1361,2,1,4,2,58,1,UAE,Abu Dhabi,urban,yes,furnished,351400
3095,5,4,3,1,30,4,India,Patna,urban,no,unfurnished,123700
1881,2,1,1,1,2,2,Australia,Perth,rural,yes,unfurnished,600500
1340,2,1,1,0,9,1,India,Delhi,prime,yes,furnished,225500
1604,3,3,3,3,23,4,New Zealand,Hamilton,prime,yes,semi-furnished,505700
1858,2,2,1,0,45,1,Bangladesh,Dhaka,suburban,yes,unfurnished,98400
1915,3,2,1,3,48,4,Canada,Winnipeg,suburban,no,semi-furnished,222000
2085,5,4,4,2,43,4,Australia,Hobart,prime,no,semi-furnished,609400
1799,5,4,1,2,38,2,Saudi Arabia,Jeddah,suburban,no,furnished,323000
